seller_id,category,seller_tier_city,join_day,tenure_days,order_count,avg_monthly_revenue,avg_rating,return_rate,support_tickets_total,order_velocity_30d_change,rating_trend_90d,pricing_competitiveness,sla_breach_rate,days_since_last_order,churned,segment,segment_name,churn_risk_score,risk_tier
SLR001827,Mobiles & Accessories,Tier-1 Metro,490,240,194,24558.53,4.02,0.207,4,-0.046,0.0164,0.8884,0.0,18,0,3,Star Performers,0.09256902367694772,Low
SLR001828,Grocery,Tier-1 Metro,0,730,458,12662.5,4.12,0.0622,2,-0.0662,-0.1964,0.8582,0.0006,0,0,3,Star Performers,0.05191133203432231,Low
SLR001829,Toys & Baby,Tier-1 Metro,453,277,362,51090.81,3.23,0.1633,8,0.0684,-0.2356,0.922,0.134,30,0,1,Steady Mid-Tier,0.43666882166745324,Medium
SLR001830,Mobiles & Accessories,Tier-2 City,396,334,616,72787.08,3.6,0.2038,6,0.2373,0.1615,0.6464,0.2408,9,0,1,Steady Mid-Tier,0.23721008606279192,Low
SLR001831,Electronics,Tier-1 Metro,0,730,2226,70393.4,4.08,0.1672,5,0.1416,0.009,0.7141,0.2072,18,1,0,Star Performers,0.12139811175009965,Low
SLR001832,Electronics,Tier-3 Town,434,296,508,62451.85,3.02,0.3273,15,-0.1825,-0.1636,0.5267,0.2566,17,1,2,Struggling / High-Return Risk,0.8635298532250634,High
SLR001833,Home & Kitchen,Tier-3 Town,335,395,536,42105.02,4.2,0.2223,4,0.2849,0.0769,0.7422,0.1888,26,0,3,Star Performers,0.08597789456978469,Low
SLR001834,Beauty & Personal Care,Tier-2 City,387,343,649,70528.6,2.51,0.2442,10,0.0333,-0.274,0.5598,0.2816,29,1,2,Struggling / High-Return Risk,0.9080042236758578,High
SLR001835,Fashion,Tier-2 City,228,502,232,10643.32,3.12,0.3412,11,-0.2342,-0.2918,0.5603,0.3695,31,0,2,Struggling / High-Return Risk,0.8766293682317364,High
SLR001836,Toys & Baby,Tier-2 City,425,305,581,22453.79,3.86,0.1753,2,-0.1535,-0.0118,0.6717,0.2632,8,0,1,Steady Mid-Tier,0.30185193644858166,Medium
SLR001837,Mobiles & Accessories,Tier-3 Town,261,469,415,15728.69,4.06,0.2364,7,0.1294,-0.0283,1.0,0.0592,10,0,3,Star Performers,0.04903699311618692,Low
SLR001838,Mobiles & Accessories,Tier-1 Metro,320,410,1201,92384.13,3.39,0.1844,7,-0.2168,-0.1193,0.443,0.1442,47,1,4,Declining Momentum,0.49944268858547164,Medium
SLR001839,Sports & Fitness,Tier-2 City,407,323,166,12371.53,3.08,0.249,8,-0.2201,-0.5216,0.5745,0.3533,36,1,2,Struggling / High-Return Risk,0.9316333602413143,High
SLR001840,Fashion,Tier-1 Metro,320,410,599,20418.11,2.65,0.2743,9,-0.361,-0.1684,0.4426,0.1971,2,0,2,Struggling / High-Return Risk,0.8291396043662567,High
SLR001841,Mobiles & Accessories,Tier-2 City,542,188,998,192173.76,3.17,0.2779,3,-0.0366,0.0226,0.6592,0.2207,77,1,1,Steady Mid-Tier,0.5085756503592319,Medium
SLR001842,Mobiles & Accessories,Tier-2 City,341,389,47,1971.53,3.19,0.2143,4,-0.0643,-0.1702,0.8657,0.2257,0,0,1,Steady Mid-Tier,0.41394525127191223,Medium
SLR001843,Beauty & Personal Care,Tier-1 Metro,675,55,12,4444.82,3.42,0.1772,5,0.1091,-0.1065,0.4961,0.188,55,1,4,Declining Momentum,0.6048160806907333,High
SLR001844,Sports & Fitness,Tier-1 Metro,0,730,2210,81891.73,3.66,0.164,3,-0.0992,0.0041,0.6178,0.2951,15,0,0,Star Performers,0.36976838352666497,Medium
SLR001845,Beauty & Personal Care,Tier-1 Metro,550,180,277,39138.04,4.67,0.0901,2,0.1588,-0.0855,0.5718,0.0792,23,1,3,Star Performers,0.07423678853161933,Low
SLR001846,Grocery,Tier-1 Metro,544,186,21,2277.16,2.92,0.1522,13,-0.0564,-0.1613,0.5226,0.2023,49,1,2,Struggling / High-Return Risk,0.8493781409760863,High
SLR001847,Grocery,Tier-2 City,526,204,1154,115370.23,3.86,0.1026,2,0.1535,-0.2052,0.6687,0.0259,6,0,3,Star Performers,0.11437142879334365,Low
SLR001848,Grocery,Tier-2 City,477,253,209,13453.05,2.88,0.1331,8,-0.7265,-0.2201,0.1907,0.2754,86,1,2,Struggling / High-Return Risk,0.9290159445359669,High
SLR001849,Toys & Baby,Tier-2 City,576,154,143,33251.6,4.72,0.1309,2,0.3432,0.0178,0.6919,0.0496,0,0,3,Star Performers,0.0303537994351247,Low
SLR001850,Mobiles & Accessories,Tier-3 Town,396,334,435,38847.32,3.68,0.2917,8,0.1259,0.1856,0.6978,0.1718,4,0,1,Steady Mid-Tier,0.19830142436982767,Low
SLR001851,Grocery,Tier-3 Town,0,730,458,9470.28,3.71,0.2107,5,-0.4244,-0.1136,0.412,0.2068,21,1,4,Declining Momentum,0.4311731816480347,Medium
SLR001852,Home & Kitchen,Tier-1 Metro,408,322,79,3298.99,3.75,0.1816,8,-0.1759,-0.0737,0.4767,0.1673,31,1,4,Declining Momentum,0.540150336982732,Medium
SLR001853,Electronics,Tier-3 Town,245,485,537,36396.52,3.69,0.2716,5,0.1331,0.3426,0.7194,0.1006,0,0,3,Star Performers,0.08475012428306467,Low
SLR001854,Sports & Fitness,Tier-3 Town,0,730,1156,32164.46,3.3,0.269,7,-0.0354,0.1149,0.4941,0.1825,12,0,4,Declining Momentum,0.37642661217199397,Medium
SLR001855,Beauty & Personal Care,Tier-1 Metro,325,405,862,67412.27,4.4,0.1295,5,-0.1864,0.0674,0.5312,0.1197,109,1,3,Star Performers,0.16145346239523917,Low
SLR001856,Mobiles & Accessories,Tier-1 Metro,0,730,366,15134.24,3.42,0.2312,11,-0.5863,-0.098,0.3622,0.2481,0,0,2,Struggling / High-Return Risk,0.7843878969723188,High
SLR001857,Fashion,Tier-3 Town,526,204,290,42535.83,3.55,0.3496,8,-0.0561,-0.366,0.4494,0.1693,0,0,2,Struggling / High-Return Risk,0.5589174098288525,Medium
SLR001858,Beauty & Personal Care,Tier-1 Metro,555,175,160,19009.8,3.75,0.1459,5,-0.5594,-0.1453,0.7101,0.0971,2,0,1,Steady Mid-Tier,0.4585538970758142,Medium
SLR001859,Fashion,Tier-2 City,337,393,23,648.52,2.92,0.3403,8,-0.7225,-0.6236,0.4728,0.28,57,1,2,Struggling / High-Return Risk,0.9456319025448386,High
SLR001860,Grocery,Tier-1 Metro,0,730,3108,75551.19,4.72,0.0498,2,0.4896,0.2791,0.7555,0.0753,8,0,0,Star Performers,0.008328384564622938,Low
SLR001861,Toys & Baby,Tier-3 Town,529,201,375,38061.79,3.16,0.2103,5,-0.0435,-0.1998,0.5996,0.2706,12,0,1,Steady Mid-Tier,0.5758345988348303,Medium
SLR001862,Electronics,Tier-1 Metro,0,730,1272,58645.47,4.19,0.1358,1,-0.0983,0.0987,0.6766,0.097,1,0,3,Star Performers,0.05519635377710419,Low
SLR001863,Toys & Baby,Tier-2 City,532,198,348,36692.22,3.54,0.2093,6,0.0391,-0.2758,0.7313,0.147,65,1,1,Steady Mid-Tier,0.4357967218938368,Medium
SLR001864,Grocery,Tier-2 City,409,321,157,16766.13,3.43,0.1446,6,0.2585,-0.0532,0.7102,0.1492,4,0,1,Steady Mid-Tier,0.28829599847482734,Low
SLR001865,Home & Kitchen,Tier-1 Metro,477,253,259,21327.58,3.52,0.1724,7,-0.357,-0.3404,0.1353,0.2208,21,1,4,Declining Momentum,0.8476469584905633,High
SLR001866,Grocery,Tier-2 City,505,225,175,12443.68,3.74,0.1461,7,0.2818,0.0156,0.8156,0.1459,15,0,3,Star Performers,0.20255402037229228,Low
SLR001867,Fashion,Tier-3 Town,645,85,69,19445.95,3.49,0.3655,8,-0.6086,-0.0623,0.4433,0.1773,59,1,2,Struggling / High-Return Risk,0.6676401062057129,High
SLR001868,Beauty & Personal Care,Tier-3 Town,469,261,797,94917.14,3.13,0.1902,8,0.091,-0.1247,0.8453,0.1709,8,0,1,Steady Mid-Tier,0.36976790117923364,Medium
SLR001869,Mobiles & Accessories,Tier-3 Town,452,278,307,20407.46,3.52,0.2682,12,0.1608,-0.2803,0.6656,0.2462,5,1,2,Struggling / High-Return Risk,0.5339789903835991,Medium
SLR001870,Sports & Fitness,Tier-1 Metro,0,730,371,7509.34,4.35,0.141,1,0.065,-0.1319,0.647,0.2913,12,0,3,Star Performers,0.192744872681221,Low
SLR001871,Electronics,Tier-2 City,498,232,243,21003.97,2.83,0.2856,8,-0.2708,-0.2112,0.4362,0.2176,42,1,2,Struggling / High-Return Risk,0.877253165299283,High
SLR001872,Home & Kitchen,Tier-2 City,353,377,366,16077.0,2.63,0.282,11,-0.8051,-0.2187,0.2643,0.2297,21,1,2,Struggling / High-Return Risk,0.9670020433591491,High
SLR001873,Beauty & Personal Care,Tier-3 Town,178,552,1341,99192.0,3.94,0.2033,2,-0.1513,-0.287,0.712,0.1558,4,0,0,Star Performers,0.18288352200300806,Low
SLR001874,Toys & Baby,Tier-1 Metro,263,467,1491,63616.01,3.7,0.1753,3,-0.1662,-0.1713,0.4529,0.2063,0,0,0,Star Performers,0.4473423212399759,Medium
SLR001875,Mobiles & Accessories,Tier-1 Metro,205,525,1132,55574.49,3.66,0.198,5,-0.2674,-0.0159,0.6662,0.022,17,0,0,Star Performers,0.18287596352117316,Low
SLR001876,Grocery,Tier-2 City,473,257,113,16953.82,3.76,0.1581,7,0.0393,0.1198,0.6772,0.2958,3,0,1,Steady Mid-Tier,0.4144070907087367,Medium
SLR001877,Sports & Fitness,Tier-2 City,320,410,135,5768.81,3.73,0.1613,3,-0.3632,-0.0293,0.8832,0.0908,12,0,1,Steady Mid-Tier,0.19887496934104615,Low
SLR001878,Electronics,Tier-1 Metro,540,190,167,34592.98,3.89,0.1169,4,0.1874,0.0343,0.6672,0.226,10,0,3,Star Performers,0.20505494254232512,Low
SLR001879,Fashion,Tier-3 Town,260,470,2366,73594.27,3.55,0.3758,9,0.1727,-0.0334,0.5435,0.1988,10,0,0,Star Performers,0.31228517202098915,Medium
SLR001880,Fashion,Tier-2 City,0,730,89,3677.56,2.75,0.3063,14,-0.0148,-0.0199,0.6908,0.1918,2,0,2,Struggling / High-Return Risk,0.6207430619847046,High
SLR001881,Sports & Fitness,Tier-1 Metro,0,730,536,18688.7,3.31,0.1144,5,-0.0858,0.1829,0.5003,0.1321,0,0,4,Declining Momentum,0.26671373005676574,Low
SLR001882,Electronics,Tier-1 Metro,458,272,541,47167.0,4.08,0.1216,2,-0.3232,0.1483,0.6033,0.0096,0,0,3,Star Performers,0.0883313396217098,Low
SLR001883,Toys & Baby,Tier-2 City,462,268,455,62809.48,2.69,0.2299,18,-0.7843,-0.1642,0.3152,0.3985,76,1,2,Struggling / High-Return Risk,0.9851285636354021,High
SLR001884,Toys & Baby,Tier-2 City,268,462,816,25454.25,3.52,0.1274,5,0.4701,0.2751,0.4155,0.1478,3,0,3,Star Performers,0.11903245445408182,Low
SLR001885,Mobiles & Accessories,Tier-1 Metro,362,368,1960,207081.36,3.58,0.1946,6,-0.3325,-0.1423,0.5742,0.2059,110,1,0,Star Performers,0.504765846883248,Medium
SLR001886,Mobiles & Accessories,Tier-1 Metro,689,41,62,27782.32,3.29,0.1446,9,0.178,0.0054,0.5829,0.1637,5,1,4,Declining Momentum,0.4347255479604692,Medium
SLR001887,Toys & Baby,Tier-1 Metro,312,418,463,28225.83,4.02,0.109,5,0.1972,0.1207,0.8912,0.0292,0,0,3,Star Performers,0.04817849109918481,Low
SLR001888,Toys & Baby,Tier-1 Metro,448,282,184,20764.83,3.4,0.1447,2,-0.6383,-0.094,0.5943,0.249,12,0,4,Declining Momentum,0.6353658269218211,High
SLR001889,Sports & Fitness,Tier-2 City,274,456,1918,104267.85,3.87,0.1835,3,-0.1777,-0.2561,0.4623,0.2013,11,0,0,Star Performers,0.41816371414932113,Medium
SLR001890,Toys & Baby,Tier-1 Metro,565,165,611,111608.21,4.87,0.083,1,0.011,0.161,0.9139,0.0354,30,0,3,Star Performers,0.018108655188349827,Low
SLR001891,Fashion,Tier-2 City,466,264,442,24076.55,4.36,0.2984,5,-0.1499,-0.2205,0.6855,0.1434,63,1,1,Steady Mid-Tier,0.2061317425895868,Low
SLR001892,Fashion,Tier-1 Metro,0,730,762,20620.89,3.42,0.2864,9,-0.3844,0.0858,0.5489,0.1775,145,1,2,Struggling / High-Return Risk,0.462544474187952,Medium
SLR001893,Electronics,Tier-2 City,428,302,947,128943.58,3.43,0.2208,5,0.5441,-0.2498,0.367,0.2705,8,1,4,Declining Momentum,0.5206216856893894,Medium
SLR001894,Fashion,Tier-2 City,218,512,727,33510.27,2.8,0.3329,9,-0.294,-0.207,0.7035,0.2036,16,1,2,Struggling / High-Return Risk,0.7303489423061615,High
SLR001895,Electronics,Tier-1 Metro,474,256,410,28484.25,3.97,0.2019,4,0.4887,-0.0087,0.6996,0.1432,0,0,3,Star Performers,0.14884140071254612,Low
SLR001896,Fashion,Tier-2 City,501,229,421,39620.85,3.87,0.2778,14,-0.3002,-0.1257,0.6556,0.1331,45,0,2,Struggling / High-Return Risk,0.45957990184056646,Medium
SLR001897,Mobiles & Accessories,Tier-1 Metro,365,365,446,15351.69,3.33,0.2355,9,0.0726,-0.3926,0.7903,0.2018,39,1,1,Steady Mid-Tier,0.6218303272569411,High
SLR001898,Grocery,Tier-3 Town,458,272,687,99070.26,4.3,0.1862,6,-0.299,-0.1489,0.7015,0.128,19,0,1,Steady Mid-Tier,0.19549994760371164,Low
SLR001899,Grocery,Tier-2 City,483,247,29,3663.24,4.12,0.1835,4,-0.1166,0.4611,0.6841,0.1959,5,1,3,Star Performers,0.15828437559102665,Low
SLR001900,Beauty & Personal Care,Tier-2 City,344,386,285,16853.32,4.21,0.1168,4,0.0351,-0.0542,0.6434,0.111,0,0,3,Star Performers,0.11249875617991577,Low
SLR001901,Grocery,Tier-2 City,489,241,316,46240.13,4.11,0.1193,3,0.4297,0.1626,0.7401,0.1731,0,0,3,Star Performers,0.0803579005896675,Low
SLR001902,Electronics,Tier-1 Metro,660,70,176,36288.27,3.78,0.1663,6,-0.4209,-0.1353,0.8547,0.1474,21,0,1,Steady Mid-Tier,0.41111641595211307,Medium
SLR001903,Beauty & Personal Care,Tier-1 Metro,0,730,1046,44915.61,4.26,0.0685,2,0.0303,0.0912,0.7606,0.1603,18,0,3,Star Performers,0.054571252859977895,Low
SLR001904,Beauty & Personal Care,Tier-1 Metro,290,440,1484,96148.87,3.4,0.117,6,0.1405,-0.1337,0.5565,0.0825,63,1,0,Star Performers,0.29142774587297615,Low
SLR001905,Grocery,Tier-1 Metro,27,703,846,21968.56,3.98,0.1285,9,-0.04,-0.5532,0.3328,0.1209,102,1,4,Declining Momentum,0.5141898810875067,Medium
SLR001906,Sports & Fitness,Tier-1 Metro,185,545,845,38949.91,4.42,0.1753,7,0.1712,-0.0451,0.6868,0.0521,10,0,3,Star Performers,0.10696840703192491,Low
SLR001907,Home & Kitchen,Tier-1 Metro,451,279,261,31935.45,4.42,0.1605,9,-0.3662,0.2552,0.5501,0.1662,28,0,4,Declining Momentum,0.2660693606873283,Low
SLR001908,Mobiles & Accessories,Tier-3 Town,411,319,1135,98498.11,3.12,0.2743,5,0.1428,-0.0705,0.7333,0.2533,0,0,1,Steady Mid-Tier,0.3902624796096906,Medium
SLR001909,Grocery,Tier-3 Town,434,296,195,26000.72,3.4,0.2201,8,-0.4257,0.0591,0.4699,0.1467,27,1,4,Declining Momentum,0.5404952638613535,Medium
SLR001910,Home & Kitchen,Tier-1 Metro,55,675,186,3681.34,4.53,0.1457,4,-0.4194,-0.2816,0.5199,0.1444,13,0,4,Declining Momentum,0.24458827722224222,Low
SLR001911,Sports & Fitness,Tier-1 Metro,504,226,265,35212.68,4.32,0.0694,2,0.2636,0.309,0.7411,0.1262,8,0,3,Star Performers,0.044424808909906334,Low
SLR001912,Beauty & Personal Care,Tier-1 Metro,634,96,140,15759.21,3.59,0.138,6,0.2684,-0.1378,0.6058,0.1012,26,0,4,Declining Momentum,0.34384296621186156,Medium
SLR001913,Toys & Baby,Tier-1 Metro,0,730,1414,73119.51,3.34,0.1528,7,-0.1346,-0.2282,0.5131,0.137,60,1,4,Declining Momentum,0.44380487019877446,Medium
SLR001914,Home & Kitchen,Tier-2 City,617,113,45,9789.55,3.27,0.2626,5,-0.2215,-0.1557,0.3083,0.1874,101,1,4,Declining Momentum,0.7954607087980461,High
SLR001915,Beauty & Personal Care,Tier-2 City,570,160,20,3175.34,4.06,0.1649,5,0.2156,0.2309,0.3188,0.1853,0,0,4,Declining Momentum,0.24097907774316032,Low
SLR001916,Mobiles & Accessories,Tier-2 City,665,65,18,8820.58,3.96,0.2292,7,-0.101,0.077,0.7885,0.323,7,0,1,Steady Mid-Tier,0.41616261556548445,Medium
SLR001917,Beauty & Personal Care,Tier-2 City,178,552,829,18618.63,3.33,0.1818,7,-0.0016,-0.3163,0.434,0.1618,11,0,4,Declining Momentum,0.574843048551752,Medium
SLR001918,Mobiles & Accessories,Tier-3 Town,445,285,324,23754.53,3.71,0.3046,9,-0.159,-0.0322,0.6069,0.3004,67,1,2,Struggling / High-Return Risk,0.5455906846689015,Medium
SLR001919,Toys & Baby,Tier-2 City,634,96,54,15749.37,3.05,0.2356,13,-0.282,-0.385,0.5719,0.2615,25,1,2,Struggling / High-Return Risk,0.9178458492523223,High
SLR001920,Electronics,Tier-1 Metro,464,266,166,18553.3,4.49,0.107,2,-0.1092,0.0199,0.5868,0.0186,0,0,3,Star Performers,0.057717833334984224,Low
SLR001921,Beauty & Personal Care,Tier-1 Metro,215,515,330,17390.01,3.26,0.1542,8,0.0277,-0.455,0.4724,0.1244,22,1,4,Declining Momentum,0.6524918525312501,High
SLR001922,Mobiles & Accessories,Tier-2 City,574,156,597,45251.75,4.51,0.1932,3,-0.0716,0.005,0.4854,0.1352,7,0,3,Star Performers,0.12486631680381913,Low
SLR001923,Grocery,Tier-1 Metro,373,357,350,14869.25,4.61,0.1028,1,-0.2036,0.0895,0.4023,0.2662,29,0,4,Declining Momentum,0.21045490353944635,Low
SLR001924,Beauty & Personal Care,Tier-1 Metro,114,616,688,24316.58,3.23,0.1734,6,-0.314,0.036,0.7192,0.2607,3,0,1,Steady Mid-Tier,0.5834423388180524,Medium
SLR001925,Home & Kitchen,Tier-1 Metro,502,228,243,15396.23,3.57,0.156,6,-0.3218,-0.0368,0.7346,0.2469,21,0,1,Steady Mid-Tier,0.5553284448051579,Medium
SLR001926,Grocery,Tier-3 Town,542,188,273,31023.27,3.87,0.1808,4,-0.0709,0.0526,0.6853,0.157,0,0,3,Star Performers,0.18958145414762242,Low
SLR001927,Grocery,Tier-3 Town,544,186,128,10942.75,4.48,0.16,2,-0.5041,0.131,0.7287,0.1795,7,0,3,Star Performers,0.12063297640194953,Low
SLR001928,Beauty & Personal Care,Tier-1 Metro,97,633,2919,181256.78,4.47,0.1327,6,0.1241,0.0584,0.65,0.1591,2,0,0,Star Performers,0.08685459993106587,Low
SLR001929,Grocery,Tier-1 Metro,298,432,869,37555.85,3.61,0.1512,6,-0.2238,-0.1917,0.6167,0.2293,5,1,4,Declining Momentum,0.5792237318687887,Medium
SLR001930,Home & Kitchen,Tier-3 Town,665,65,103,58849.56,3.6,0.2929,9,-0.0985,-0.2344,0.7352,0.3094,65,1,2,Struggling / High-Return Risk,0.7245971789708362,High
SLR001931,Beauty & Personal Care,Tier-2 City,667,63,30,19243.75,3.05,0.2485,12,-0.3345,-0.3267,0.5231,0.3319,31,1,2,Struggling / High-Return Risk,0.9522431012380439,High
SLR001932,Sports & Fitness,Tier-2 City,159,571,608,15099.85,3.42,0.1883,12,-0.1788,-0.3986,0.6326,0.2396,7,1,2,Struggling / High-Return Risk,0.7446578874269443,High
SLR001933,Mobiles & Accessories,Tier-2 City,66,664,1055,46258.97,3.66,0.261,11,-0.5113,-0.2778,0.3664,0.2507,49,1,2,Struggling / High-Return Risk,0.7565216832283864,High
SLR001934,Mobiles & Accessories,Tier-1 Metro,465,265,1535,69357.68,3.31,0.1794,5,-0.1706,0.2344,0.5996,0.2124,0,0,0,Star Performers,0.36799943957276987,Medium
SLR001935,Beauty & Personal Care,Tier-3 Town,264,466,1023,85053.97,3.05,0.3015,11,-0.7481,-0.4561,0.3434,0.3191,82,1,2,Struggling / High-Return Risk,0.9573511972286306,High
SLR001936,Beauty & Personal Care,Tier-1 Metro,512,218,658,69153.33,4.41,0.1487,9,-0.0876,-0.2364,0.53,0.0868,46,1,4,Declining Momentum,0.31122779315341,Medium
SLR001937,Beauty & Personal Care,Tier-3 Town,355,375,402,21377.17,3.76,0.2404,3,-0.0717,0.0967,0.7808,0.2213,0,0,1,Steady Mid-Tier,0.219685331660366,Low
SLR001938,Fashion,Tier-1 Metro,496,234,86,13425.85,3.48,0.2237,3,-0.2463,-0.0797,0.5608,0.139,47,1,4,Declining Momentum,0.35636569916041144,Medium
SLR001939,Beauty & Personal Care,Tier-3 Town,448,282,589,67239.35,4.41,0.2337,6,0.5747,-0.3879,0.9449,0.185,0,0,1,Steady Mid-Tier,0.11512088366522306,Low
SLR001940,Toys & Baby,Tier-2 City,254,476,1030,46355.89,3.7,0.2067,12,-0.1488,-0.217,0.7176,0.1911,0,0,1,Steady Mid-Tier,0.5092473178048738,Medium
SLR001941,Grocery,Tier-2 City,306,424,1271,91540.35,3.83,0.1178,6,-0.3802,0.0538,0.7195,0.1761,14,0,0,Star Performers,0.26183017413042664,Low
SLR001942,Mobiles & Accessories,Tier-3 Town,421,309,685,61109.18,3.59,0.2859,10,-0.0711,-0.141,0.8988,0.1596,51,1,1,Steady Mid-Tier,0.31676588028291786,Medium
SLR001943,Toys & Baby,Tier-2 City,662,68,166,43483.1,3.83,0.2044,7,-0.2291,-0.1802,0.6384,0.1978,40,1,1,Steady Mid-Tier,0.5350370599276406,Medium
SLR001944,Sports & Fitness,Tier-3 Town,242,488,880,65423.23,3.42,0.231,7,-0.3949,-0.0675,0.6563,0.3635,23,1,2,Struggling / High-Return Risk,0.6719248834932697,High
SLR001945,Beauty & Personal Care,Tier-2 City,500,230,446,68067.12,3.39,0.226,3,-0.607,-0.0391,0.5629,0.1604,0,0,4,Declining Momentum,0.6370682409237192,High
SLR001946,Toys & Baby,Tier-2 City,487,243,539,81457.97,4.19,0.1696,5,-0.0793,-0.2371,0.42,0.0666,5,0,4,Declining Momentum,0.23594385116265282,Low
SLR001947,Toys & Baby,Tier-1 Metro,460,270,1239,165319.27,4.69,0.0845,3,0.0474,0.2137,0.6464,0.0455,22,0,3,Star Performers,0.030221131527432225,Low
SLR001948,Beauty & Personal Care,Tier-1 Metro,536,194,85,5606.15,4.44,0.0948,2,0.7763,0.2509,0.608,0.0385,27,0,3,Star Performers,0.023506008058404065,Low
SLR001949,Toys & Baby,Tier-1 Metro,171,559,1084,62576.92,4.67,0.1257,6,0.0207,0.1018,0.8165,0.0609,0,0,3,Star Performers,0.03831878406266535,Low
SLR001950,Beauty & Personal Care,Tier-1 Metro,399,331,1574,115969.05,3.74,0.1516,7,-0.0609,0.0198,0.5623,0.1416,0,0,0,Star Performers,0.34579317221872546,Medium
SLR001951,Home & Kitchen,Tier-2 City,695,35,19,13962.98,3.43,0.2384,7,-0.4713,-0.2343,0.5488,0.2101,5,1,2,Struggling / High-Return Risk,0.8090899034033173,High
SLR001952,Fashion,Tier-2 City,304,426,153,4425.96,3.51,0.3332,7,-0.7288,-0.3872,0.7653,0.3312,35,1,2,Struggling / High-Return Risk,0.814561589715357,High
SLR001953,Electronics,Tier-1 Metro,607,123,418,38896.28,4.01,0.1682,7,0.0257,-0.16,0.649,0.1093,20,0,4,Declining Momentum,0.28303982312500814,Low
SLR001954,Electronics,Tier-3 Town,230,500,1449,79424.39,3.69,0.2466,5,0.4047,0.1457,0.7593,0.1936,8,0,0,Star Performers,0.09700874105845905,Low
SLR001955,Toys & Baby,Tier-2 City,64,666,1031,39538.18,3.19,0.2,7,-0.6663,-0.1304,0.5127,0.2586,9,1,2,Struggling / High-Return Risk,0.7352464819940845,High
SLR001956,Sports & Fitness,Tier-2 City,141,589,2783,167878.41,4.19,0.1691,4,0.0741,-0.0212,0.6172,0.1483,0,0,0,Star Performers,0.11708228769677484,Low
SLR001957,Sports & Fitness,Tier-1 Metro,466,264,605,56670.88,3.83,0.1479,5,0.0587,0.0822,0.6753,0.2241,41,1,1,Steady Mid-Tier,0.31835761780465266,Medium
SLR001958,Toys & Baby,Tier-1 Metro,40,690,1004,22939.61,3.4,0.1608,6,0.0711,-0.3454,0.573,0.1921,80,1,4,Declining Momentum,0.46800878883164054,Medium
SLR001959,Home & Kitchen,Tier-3 Town,84,646,2708,87490.69,4.2,0.176,1,-0.1611,-0.037,0.9014,0.172,21,0,0,Star Performers,0.04981724129670289,Low
SLR001960,Mobiles & Accessories,Tier-3 Town,320,410,542,20561.07,3.8,0.2856,5,0.055,0.0043,0.6793,0.2136,6,0,1,Steady Mid-Tier,0.21479398227326907,Low
SLR001961,Mobiles & Accessories,Tier-2 City,371,359,436,14226.15,3.32,0.2629,7,-0.2925,-0.1499,0.4858,0.1971,58,1,2,Struggling / High-Return Risk,0.6612893528303054,High
SLR001962,Mobiles & Accessories,Tier-2 City,406,324,1244,68771.88,4.68,0.2079,5,0.0099,0.1212,0.9713,0.0705,40,0,3,Star Performers,0.03218645745107214,Low
SLR001963,Fashion,Tier-2 City,351,379,798,45951.96,3.65,0.3313,10,-0.2733,-0.4609,0.6373,0.14,4,0,2,Struggling / High-Return Risk,0.6119898779377303,High
SLR001964,Grocery,Tier-1 Metro,383,347,1119,122722.14,4.5,0.1016,10,-0.4838,0.1633,0.6049,0.1267,19,0,3,Star Performers,0.2168745952404732,Low
SLR001965,Grocery,Tier-2 City,148,582,2575,72365.5,4.0,0.1575,3,-0.6786,-0.0134,0.4589,0.1422,2,0,0,Star Performers,0.2985079001304254,Low
SLR001966,Fashion,Tier-2 City,612,118,97,9424.18,4.57,0.2441,3,-0.3652,0.2466,0.7013,0.0808,5,0,3,Star Performers,0.0625446148517861,Low
SLR001967,Home & Kitchen,Tier-2 City,419,311,456,57644.95,3.28,0.1956,8,-0.1148,-0.093,0.6832,0.2674,0,0,1,Steady Mid-Tier,0.641248692301469,High
SLR001968,Mobiles & Accessories,Tier-2 City,458,272,122,9178.82,3.28,0.2616,11,-0.2373,0.078,0.4032,0.1952,19,1,2,Struggling / High-Return Risk,0.6943789376910093,High
SLR001969,Fashion,Tier-3 Town,343,387,286,16770.52,3.34,0.4111,12,-0.328,-0.2468,0.9231,0.3272,52,1,2,Struggling / High-Return Risk,0.7513933873644649,High
SLR001970,Fashion,Tier-2 City,320,410,563,43216.79,2.1,0.3337,10,-0.0564,-0.4021,0.5335,0.3041,105,1,2,Struggling / High-Return Risk,0.9386721028263953,High
SLR001971,Home & Kitchen,Tier-1 Metro,0,730,1860,78815.23,2.57,0.2033,11,-0.5426,-0.3817,0.1359,0.2648,35,1,2,Struggling / High-Return Risk,0.957606313638638,High
SLR001972,Beauty & Personal Care,Tier-1 Metro,577,153,210,32276.45,3.97,0.1341,7,0.1639,-0.064,0.6492,0.1201,27,0,3,Star Performers,0.2611140539904692,Low
SLR001973,Beauty & Personal Care,Tier-1 Metro,381,349,946,91060.58,3.08,0.166,10,0.0536,0.1496,0.5169,0.1442,24,1,4,Declining Momentum,0.546075220678289,Medium
SLR001974,Home & Kitchen,Tier-1 Metro,113,617,620,23923.46,3.84,0.1758,5,-0.0498,-0.07,0.5947,0.1133,4,0,4,Declining Momentum,0.24652452947934142,Low
