seller_id,category,seller_tier_city,join_day,tenure_days,order_count,avg_monthly_revenue,avg_rating,return_rate,support_tickets_total,order_velocity_30d_change,rating_trend_90d,pricing_competitiveness,sla_breach_rate,days_since_last_order,churned
SLR001122,Beauty & Personal Care,Tier-1 Metro,131,599,363,15596.45,4.25,0.1143,5,-0.329,0.0826,0.8104,0.0145,15,0
SLR001123,Grocery,Tier-3 Town,439,291,218,15225.05,3.62,0.2746,10,-0.3436,0.0143,0.6779,0.3647,6,0
SLR001124,Beauty & Personal Care,Tier-1 Metro,498,232,248,43356.77,3.42,0.1956,11,-0.1758,-0.2957,0.6027,0.0959,53,1
SLR001125,Grocery,Tier-3 Town,624,106,108,14449.31,3.32,0.2093,10,-0.0261,-0.0634,0.8348,0.2518,0,0
SLR001126,Grocery,Tier-1 Metro,214,516,601,48583.91,3.6,0.08,4,-0.3262,-0.2014,0.6111,0.116,5,1
SLR001127,Beauty & Personal Care,Tier-1 Metro,0,730,2795,96815.2,4.32,0.1211,3,0.0987,0.2662,0.6858,0.0599,15,0
SLR001128,Sports & Fitness,Tier-1 Metro,471,259,1009,157914.86,4.17,0.1557,2,-0.1279,-0.0284,0.5105,0.0786,9,0
SLR001129,Beauty & Personal Care,Tier-1 Metro,372,358,141,9306.78,3.11,0.0993,8,0.073,-0.034,0.5334,0.1704,18,0
SLR001130,Grocery,Tier-3 Town,0,730,864,40114.64,3.49,0.1621,3,-0.2995,0.0509,0.4189,0.1565,26,1
SLR001131,Mobiles & Accessories,Tier-1 Metro,360,370,388,14378.59,4.54,0.158,2,0.3123,-0.0089,0.7571,0.084,11,0
SLR001132,Beauty & Personal Care,Tier-1 Metro,421,309,903,117826.82,4.1,0.1276,8,-0.2769,-0.0992,0.6246,0.1978,0,0
SLR001133,Beauty & Personal Care,Tier-2 City,297,433,778,71655.04,3.66,0.2196,11,-0.2132,-0.4352,0.4433,0.2185,85,1
SLR001134,Mobiles & Accessories,Tier-1 Metro,0,730,1096,30647.3,3.52,0.175,9,0.145,-0.2361,0.6314,0.2346,23,0
SLR001135,Sports & Fitness,Tier-1 Metro,0,730,691,17733.56,3.09,0.1708,4,-0.2331,-0.1864,0.6242,0.1826,19,1
SLR001136,Beauty & Personal Care,Tier-3 Town,655,75,247,94491.06,3.78,0.2285,3,-0.0139,-0.2184,0.6422,0.2073,5,1
SLR001137,Electronics,Tier-2 City,243,487,370,23628.28,4.02,0.2238,8,0.0333,-0.069,0.6384,0.1633,31,1
SLR001138,Grocery,Tier-1 Metro,509,221,384,42336.77,4.25,0.0836,8,0.0623,-0.0708,0.6101,0.0208,0,0
SLR001139,Home & Kitchen,Tier-3 Town,385,345,417,26132.09,3.5,0.3141,6,-0.4126,-0.0241,0.6283,0.2633,15,0
SLR001140,Toys & Baby,Tier-2 City,4,726,2791,126404.39,3.5,0.1483,5,0.2861,0.0949,0.5766,0.1411,12,0
SLR001141,Beauty & Personal Care,Tier-1 Metro,519,211,787,75663.43,4.83,0.083,3,0.1741,0.0603,0.778,0.1129,27,0
SLR001142,Beauty & Personal Care,Tier-2 City,0,730,589,25396.19,4.79,0.1736,6,-0.1067,-0.161,0.6892,0.1143,0,0
SLR001143,Beauty & Personal Care,Tier-1 Metro,639,91,497,90068.9,4.55,0.0948,0,-0.3903,0.1922,0.8006,0.1064,6,0
SLR001144,Home & Kitchen,Tier-2 City,550,180,503,33942.44,4.26,0.1783,5,0.1311,-0.1643,0.7026,0.2191,0,0
SLR001145,Electronics,Tier-1 Metro,589,141,146,40654.58,3.43,0.1884,3,0.0278,-0.0884,0.674,0.22,135,1
SLR001146,Mobiles & Accessories,Tier-1 Metro,427,303,379,21728.12,3.17,0.2301,7,-0.3155,-0.042,0.7042,0.1862,9,0
SLR001147,Grocery,Tier-1 Metro,0,730,952,13712.96,3.77,0.0972,4,0.0443,0.496,0.6548,0.1482,6,0
SLR001148,Beauty & Personal Care,Tier-1 Metro,560,170,498,36233.05,3.74,0.1542,8,0.0604,-0.2281,0.5143,0.2318,40,1
SLR001149,Toys & Baby,Tier-3 Town,354,376,193,10208.04,3.22,0.2803,8,-0.2977,-0.2539,0.4189,0.2856,18,1
SLR001150,Toys & Baby,Tier-2 City,390,340,1222,50768.6,3.7,0.1732,4,0.4228,0.2286,0.7751,0.1778,0,0
SLR001151,Toys & Baby,Tier-2 City,405,325,491,51343.33,3.73,0.1716,4,0.3722,-0.1865,0.6149,0.1521,38,0
SLR001152,Mobiles & Accessories,Tier-2 City,586,144,407,106068.44,4.25,0.2696,4,0.0001,0.0173,0.7711,0.2402,10,0
SLR001153,Electronics,Tier-1 Metro,556,174,202,31436.09,4.13,0.1539,6,-0.2816,0.0282,0.7271,0.1474,18,1
SLR001154,Toys & Baby,Tier-2 City,245,485,1036,88859.51,3.7,0.2068,7,-0.3828,-0.2184,0.4824,0.3295,58,1
SLR001155,Home & Kitchen,Tier-2 City,241,489,160,10138.09,4.02,0.2208,10,-0.0473,-0.0186,0.7598,0.2378,15,0
SLR001156,Toys & Baby,Tier-2 City,529,201,313,46881.82,3.82,0.2119,11,0.1411,-0.033,0.705,0.2353,14,0
SLR001157,Beauty & Personal Care,Tier-1 Metro,521,209,141,14982.09,3.51,0.1575,7,-0.0679,-0.1443,0.6194,0.1198,3,0
SLR001158,Grocery,Tier-3 Town,506,224,336,32445.48,3.3,0.212,9,-0.1463,0.0747,0.4304,0.2872,1,0
SLR001159,Electronics,Tier-3 Town,372,358,255,7891.81,2.67,0.2758,8,-0.1529,-0.1517,0.4826,0.2358,46,1
SLR001160,Beauty & Personal Care,Tier-2 City,529,201,294,16171.8,4.0,0.154,6,-0.1781,-0.0984,0.72,0.1192,5,0
SLR001161,Grocery,Tier-1 Metro,0,730,1333,27453.08,4.45,0.0843,3,0.1193,0.155,0.7887,0.1269,1,0
SLR001162,Fashion,Tier-2 City,0,730,1741,89960.72,3.83,0.278,7,0.0271,-0.0268,0.7286,0.0584,11,0
SLR001163,Home & Kitchen,Tier-1 Metro,0,730,4705,202591.19,3.57,0.1829,5,-0.1862,0.0431,0.4092,0.1705,23,0
SLR001164,Electronics,Tier-1 Metro,269,461,455,25199.48,4.22,0.1938,4,0.3695,-0.0393,0.4929,0.1177,12,0
SLR001165,Fashion,Tier-1 Metro,495,235,442,62272.55,3.63,0.2639,7,-0.2647,-0.1544,0.677,0.1641,33,1
SLR001166,Home & Kitchen,Tier-3 Town,376,354,956,45858.57,4.2,0.2276,4,0.2973,-0.0708,0.9877,0.1639,56,1
SLR001167,Fashion,Tier-2 City,226,504,423,30366.81,2.82,0.3376,6,-0.514,-0.323,0.7586,0.2217,11,0
SLR001168,Mobiles & Accessories,Tier-1 Metro,304,426,96,7016.34,2.68,0.2311,15,-0.4665,-0.3491,0.5162,0.1885,46,1
SLR001169,Beauty & Personal Care,Tier-1 Metro,328,402,815,56871.47,3.71,0.1158,6,-0.1151,-0.1736,0.4442,0.0251,38,1
SLR001170,Fashion,Tier-1 Metro,574,156,157,26574.99,3.48,0.2967,7,-0.5872,-0.1818,0.6254,0.2359,127,1
SLR001171,Mobiles & Accessories,Tier-1 Metro,0,730,1200,51138.14,3.61,0.1919,5,-0.1334,-0.1453,0.6207,0.042,10,0
SLR001172,Fashion,Tier-1 Metro,516,214,462,49436.81,3.51,0.2661,7,-0.0097,-0.0914,0.4851,0.1921,11,0
SLR001173,Toys & Baby,Tier-1 Metro,592,138,180,44504.49,3.88,0.1559,2,0.3238,0.0193,0.5145,0.1929,22,1
SLR001174,Grocery,Tier-1 Metro,549,181,191,28185.31,4.66,0.0905,4,0.1554,-0.0016,0.4999,0.2356,22,0
SLR001175,Electronics,Tier-3 Town,0,730,963,25801.23,3.67,0.2862,14,0.216,-0.0722,0.7627,0.2702,0,0
SLR001176,Home & Kitchen,Tier-2 City,519,211,151,28516.98,4.05,0.1967,8,-0.4465,-0.0556,0.5075,0.1415,0,0
SLR001177,Sports & Fitness,Tier-3 Town,392,338,2123,165731.66,3.47,0.2263,12,-0.2222,-0.1614,0.5309,0.0957,45,1
SLR001178,Fashion,Tier-1 Metro,409,321,63,3939.96,3.46,0.314,14,-0.5507,-0.0711,0.4057,0.2643,5,1
SLR001179,Toys & Baby,Tier-2 City,492,238,345,48357.26,4.15,0.1823,6,0.0851,0.0004,0.7716,0.1662,13,0
SLR001180,Grocery,Tier-2 City,0,730,798,32040.23,3.37,0.1566,6,-0.3162,-0.0598,0.7403,0.1823,0,0
SLR001181,Grocery,Tier-3 Town,487,243,460,35369.3,3.17,0.2238,9,0.1381,0.1409,0.557,0.254,76,1
SLR001182,Fashion,Tier-1 Metro,569,161,139,36078.33,3.69,0.2674,10,-0.0424,0.2403,0.6881,0.1175,0,0
SLR001183,Beauty & Personal Care,Tier-3 Town,0,730,2552,66929.45,4.62,0.2029,4,0.4805,0.0533,0.6031,0.1893,6,0
SLR001184,Fashion,Tier-1 Metro,440,290,175,12959.43,4.33,0.2187,1,-0.1411,0.2189,0.6742,0.1511,19,0
SLR001185,Home & Kitchen,Tier-1 Metro,577,153,98,24506.97,3.36,0.1742,4,-0.46,-0.3486,0.4402,0.167,71,1
SLR001186,Fashion,Tier-1 Metro,583,147,99,28154.44,3.55,0.2786,12,-0.1231,-0.1395,0.6544,0.1731,1,0
SLR001187,Home & Kitchen,Tier-1 Metro,495,235,115,14401.35,3.22,0.2322,9,-0.1677,-0.3725,0.4015,0.2647,31,1
SLR001188,Grocery,Tier-2 City,585,145,509,59585.47,3.96,0.1158,2,0.2295,-0.1649,0.6881,0.0843,48,1
SLR001189,Beauty & Personal Care,Tier-1 Metro,667,63,71,24203.78,3.89,0.1662,13,-0.1981,0.0698,0.5268,0.1271,10,1
SLR001190,Mobiles & Accessories,Tier-2 City,67,663,2087,129386.18,3.69,0.2005,3,-0.0991,0.1456,0.5203,0.0684,0,0
SLR001191,Fashion,Tier-1 Metro,327,403,184,14707.09,3.44,0.265,6,-0.0504,0.0061,0.5711,0.1068,5,1
SLR001192,Electronics,Tier-2 City,511,219,335,22514.85,3.69,0.1844,5,0.1032,-0.1138,0.5527,0.2205,2,0
SLR001193,Toys & Baby,Tier-3 Town,556,174,186,37156.91,3.54,0.2276,4,0.1687,-0.4867,0.6795,0.287,32,1
SLR001194,Beauty & Personal Care,Tier-2 City,481,249,290,27201.22,3.93,0.2109,8,0.361,-0.2999,0.634,0.158,51,1
SLR001195,Home & Kitchen,Tier-2 City,334,396,377,17957.65,3.48,0.2016,5,-0.327,-0.193,0.672,0.2031,12,0
SLR001196,Sports & Fitness,Tier-2 City,556,174,114,12600.77,3.89,0.1933,10,-0.5392,-0.0113,0.7958,0.131,9,0
SLR001197,Sports & Fitness,Tier-3 Town,625,105,330,109613.04,4.03,0.197,3,-0.0573,-0.1956,0.6278,0.2335,0,0
SLR001198,Mobiles & Accessories,Tier-2 City,243,487,308,24664.76,4.31,0.2846,5,-0.726,-0.4496,0.7688,0.2253,4,0
SLR001199,Mobiles & Accessories,Tier-1 Metro,0,730,2256,50146.87,3.45,0.1835,6,-0.1521,0.0613,1.0,0.188,13,0
SLR001200,Toys & Baby,Tier-3 Town,252,478,554,41593.6,3.3,0.249,6,-0.5346,-0.127,0.4521,0.3289,45,1
SLR001201,Beauty & Personal Care,Tier-3 Town,685,45,90,78269.84,3.54,0.2566,13,0.4566,-0.0098,0.4646,0.3108,11,0
SLR001202,Beauty & Personal Care,Tier-1 Metro,586,144,194,26162.36,3.49,0.1436,4,0.0538,-0.2145,0.5758,0.1803,76,1
SLR001203,Beauty & Personal Care,Tier-1 Metro,566,164,62,8544.48,3.44,0.1778,8,-0.2165,-0.2105,0.4448,0.3334,69,1
SLR001204,Electronics,Tier-1 Metro,343,387,463,40057.7,3.56,0.1593,7,-0.1363,-0.3096,0.7083,0.187,44,1
SLR001205,Beauty & Personal Care,Tier-1 Metro,103,627,792,45320.88,4.23,0.1457,5,-0.1126,-0.4451,0.4497,0.1055,20,0
SLR001206,Electronics,Tier-2 City,0,730,552,14192.09,3.34,0.2454,10,-0.7308,-0.0955,0.4303,0.2886,29,1
SLR001207,Grocery,Tier-2 City,536,194,248,23583.09,3.88,0.1641,9,0.3903,0.1003,0.7541,0.1328,0,0
SLR001208,Mobiles & Accessories,Tier-3 Town,422,308,58,7679.51,3.92,0.2985,7,0.1596,-0.1899,0.78,0.2992,11,0
SLR001209,Mobiles & Accessories,Tier-2 City,333,397,1676,79184.63,3.94,0.21,5,-0.2364,0.0667,0.6326,0.1464,9,0
SLR001210,Sports & Fitness,Tier-1 Metro,596,134,82,24756.99,4.23,0.1569,5,-0.1504,0.2414,1.0,0.0955,6,0
SLR001211,Mobiles & Accessories,Tier-1 Metro,0,730,1154,49608.93,3.81,0.1634,4,0.0609,-0.0208,0.7477,0.0612,9,0
SLR001212,Sports & Fitness,Tier-3 Town,351,379,643,56788.12,3.44,0.2523,7,-0.3926,-0.3365,0.5143,0.202,23,1
SLR001213,Home & Kitchen,Tier-2 City,426,304,97,4135.47,4.29,0.1569,2,0.134,-0.0385,0.9048,0.139,28,0
SLR001214,Electronics,Tier-2 City,446,284,604,40182.09,3.75,0.2273,7,-0.187,0.0163,0.7913,0.2212,0,0
SLR001215,Toys & Baby,Tier-1 Metro,413,317,115,6331.24,4.29,0.1319,4,0.0408,-0.0141,0.6283,0.0844,2,0
SLR001216,Toys & Baby,Tier-2 City,208,522,126,4037.48,3.93,0.1772,5,-0.0684,0.0694,0.5667,0.0532,0,0
SLR001217,Sports & Fitness,Tier-2 City,0,730,448,11370.02,3.31,0.2163,6,-0.766,-0.1934,0.5289,0.3127,9,1
SLR001218,Electronics,Tier-1 Metro,609,121,229,71874.97,4.48,0.1605,3,-0.0915,0.1639,0.6979,0.1352,13,0
SLR001219,Electronics,Tier-1 Metro,1,729,258,7552.29,3.27,0.1968,8,-0.4784,-0.2917,0.4196,0.1504,58,1
SLR001220,Mobiles & Accessories,Tier-2 City,388,342,993,67206.23,3.3,0.2504,8,-0.2439,-0.299,0.376,0.1543,25,0
SLR001221,Toys & Baby,Tier-1 Metro,524,206,207,33222.79,3.45,0.1473,2,0.0035,-0.1302,0.734,0.0743,20,0
SLR001222,Fashion,Tier-1 Metro,532,198,401,64361.13,4.14,0.22,8,0.0253,0.3323,0.8884,0.0772,2,0
SLR001223,Mobiles & Accessories,Tier-1 Metro,445,285,107,14449.16,3.13,0.2098,5,-0.1218,-0.2353,0.341,0.211,38,0
SLR001224,Fashion,Tier-1 Metro,0,730,2087,53400.61,2.72,0.2634,7,0.2777,0.1173,0.7054,0.1502,15,1
SLR001225,Electronics,Tier-1 Metro,6,724,919,41856.06,3.08,0.1797,4,-0.0821,-0.003,0.6386,0.2153,27,0
SLR001226,Electronics,Tier-3 Town,429,301,171,18464.82,4.12,0.2517,6,-0.2412,-0.2704,0.3434,0.2718,0,0
SLR001227,Sports & Fitness,Tier-3 Town,252,478,742,19937.85,3.07,0.2631,9,-0.7819,-0.0661,0.478,0.3195,32,1
SLR001228,Fashion,Tier-3 Town,594,136,386,43687.1,3.48,0.3736,11,0.0487,-0.3463,0.5587,0.2159,75,1
SLR001229,Beauty & Personal Care,Tier-3 Town,678,52,114,73786.96,3.82,0.2143,5,-0.0404,-0.1492,0.524,0.249,52,1
SLR001230,Beauty & Personal Care,Tier-3 Town,412,318,1177,143167.34,3.39,0.2778,9,0.007,-0.4464,0.3364,0.3379,17,1
SLR001231,Electronics,Tier-2 City,423,307,842,114258.21,3.43,0.228,10,-0.377,-0.2358,0.6451,0.1688,154,1
SLR001232,Home & Kitchen,Tier-2 City,533,197,386,53430.92,4.1,0.1992,6,0.2766,0.0078,0.4203,0.1371,40,1
SLR001233,Beauty & Personal Care,Tier-3 Town,103,627,438,21661.98,4.19,0.2206,9,-0.5567,-0.13,0.414,0.1624,12,0
SLR001234,Home & Kitchen,Tier-1 Metro,459,271,231,30644.18,3.3,0.1944,12,-0.1469,-0.1313,0.3581,0.2117,36,1
SLR001235,Fashion,Tier-2 City,0,730,725,21690.9,3.97,0.2543,4,0.05,0.2251,0.7526,0.0747,23,0
SLR001236,Sports & Fitness,Tier-1 Metro,212,518,181,7824.73,3.32,0.1519,8,0.2185,-0.1967,0.3911,0.2262,29,1
SLR001237,Beauty & Personal Care,Tier-2 City,286,444,399,14488.76,3.83,0.2059,8,-0.2092,-0.3449,0.3935,0.297,15,1
SLR001238,Home & Kitchen,Tier-2 City,345,385,972,105570.08,5.0,0.1448,5,-0.0154,0.1602,0.5701,0.129,0,0
SLR001239,Fashion,Tier-1 Metro,122,608,172,3910.09,3.34,0.2776,7,-0.503,-0.2207,0.3995,0.2123,65,1
SLR001240,Toys & Baby,Tier-1 Metro,422,308,776,100696.27,3.1,0.1432,8,-0.2394,-0.0113,0.3804,0.1021,27,0
SLR001241,Beauty & Personal Care,Tier-2 City,343,387,743,65009.88,3.62,0.1484,5,0.3015,0.0824,0.62,0.1253,0,0
SLR001242,Sports & Fitness,Tier-2 City,403,327,267,23590.45,3.64,0.1973,7,-0.5124,-0.2969,0.4288,0.2636,19,1
SLR001243,Mobiles & Accessories,Tier-2 City,238,492,97,4746.79,3.68,0.238,1,0.0328,0.0711,0.4508,0.1789,15,0
SLR001244,Mobiles & Accessories,Tier-2 City,158,572,947,28900.84,4.19,0.2582,13,-0.0979,-0.0908,0.4389,0.2929,86,1
SLR001245,Toys & Baby,Tier-2 City,9,721,1181,20973.77,3.95,0.1499,5,-0.5223,-0.1255,0.7271,0.1158,15,0
SLR001246,Sports & Fitness,Tier-1 Metro,631,99,258,106792.2,3.62,0.1043,3,-0.0905,0.1285,0.5866,0.0439,20,0
SLR001247,Fashion,Tier-2 City,507,223,264,41521.05,3.38,0.3304,8,0.0495,-0.1245,0.4671,0.2737,0,0
SLR001248,Mobiles & Accessories,Tier-1 Metro,230,500,872,22870.35,3.06,0.2187,12,-0.4099,-0.5104,0.545,0.2383,48,1
SLR001249,Electronics,Tier-1 Metro,521,209,383,75687.71,3.75,0.1554,5,-0.392,-0.0666,0.5256,0.1258,2,0
SLR001250,Toys & Baby,Tier-2 City,108,622,1869,76919.69,2.71,0.2115,7,-0.2511,-0.2778,0.4566,0.3362,31,1
SLR001251,Mobiles & Accessories,Tier-2 City,381,349,86,10324.57,3.44,0.2682,4,-0.3626,0.0499,0.5628,0.1537,4,0
SLR001252,Fashion,Tier-1 Metro,149,581,729,22720.82,3.37,0.2355,15,-0.222,-0.3152,0.7405,0.1465,18,1
SLR001253,Toys & Baby,Tier-3 Town,174,556,709,24795.24,2.42,0.2742,10,-0.4804,-0.5494,0.5367,0.3128,40,1
SLR001254,Grocery,Tier-1 Metro,319,411,1965,107621.1,3.82,0.0879,3,0.33,-0.0375,0.7595,0.1724,4,0
SLR001255,Beauty & Personal Care,Tier-1 Metro,363,367,799,61552.67,4.11,0.1007,6,0.1039,-0.2871,0.848,0.1384,12,1
SLR001256,Sports & Fitness,Tier-2 City,629,101,27,3418.46,3.41,0.2359,11,0.1122,-0.217,0.369,0.3234,9,0
SLR001257,Fashion,Tier-1 Metro,248,482,162,10661.37,2.89,0.2925,10,-0.2875,-0.4173,0.5308,0.2415,0,0
SLR001258,Mobiles & Accessories,Tier-1 Metro,259,471,1488,52513.74,3.95,0.1823,5,0.1218,-0.0077,0.6515,0.064,1,0
SLR001259,Grocery,Tier-1 Metro,553,177,130,18573.21,3.55,0.142,7,0.317,-0.1214,0.5401,0.113,0,0
SLR001260,Grocery,Tier-1 Metro,0,730,4650,125134.34,3.81,0.0877,4,0.2246,-0.0257,0.7187,0.1047,7,0
SLR001261,Sports & Fitness,Tier-2 City,285,445,2715,168357.59,3.77,0.1193,0,0.2912,0.3404,0.6188,0.208,0,0
SLR001262,Toys & Baby,Tier-1 Metro,445,285,674,71275.31,4.49,0.1161,8,0.1606,0.314,0.8094,0.1217,1,0
SLR001263,Beauty & Personal Care,Tier-3 Town,511,219,642,75127.96,4.29,0.1896,12,0.1488,-0.1364,0.7033,0.1471,28,0
SLR001264,Home & Kitchen,Tier-1 Metro,264,466,175,13296.15,3.45,0.1871,4,-0.4927,-0.047,0.7642,0.2208,65,1
SLR001265,Home & Kitchen,Tier-2 City,640,90,29,13307.74,2.77,0.2914,6,-0.4377,-0.2298,0.3992,0.2886,42,1
SLR001266,Home & Kitchen,Tier-1 Metro,215,515,1072,64400.01,4.0,0.1353,5,0.114,-0.0269,0.6762,0.173,4,0
SLR001267,Grocery,Tier-1 Metro,451,279,380,42442.05,3.97,0.0791,5,0.3501,-0.3672,0.7676,0.1188,4,0
SLR001268,Electronics,Tier-3 Town,612,118,182,40903.05,3.48,0.2668,6,-0.0341,-0.2045,0.5614,0.1984,6,0
SLR001269,Grocery,Tier-3 Town,368,362,390,27446.36,3.94,0.2002,6,-0.2203,0.0982,0.786,0.2111,5,0
SLR001270,Mobiles & Accessories,Tier-1 Metro,570,160,428,57430.81,4.14,0.1664,3,-0.3644,0.0949,0.8522,0.2077,7,0
SLR001271,Home & Kitchen,Tier-2 City,582,148,174,28186.22,2.9,0.2241,6,-0.2536,-0.2029,0.775,0.2593,24,1
SLR001272,Mobiles & Accessories,Tier-3 Town,463,267,234,31643.66,3.64,0.3186,9,0.0459,-0.289,0.5176,0.2113,4,0
SLR001273,Fashion,Tier-1 Metro,89,641,161,4010.87,3.48,0.2789,4,-0.2908,-0.2477,0.7275,0.1487,118,1
SLR001274,Home & Kitchen,Tier-1 Metro,0,730,491,27306.24,3.45,0.1683,5,0.1094,-0.1167,0.6499,0.1451,3,0
SLR001275,Beauty & Personal Care,Tier-1 Metro,0,730,1134,54586.29,4.07,0.1479,3,-0.093,0.3578,0.6709,0.1261,81,1
SLR001276,Toys & Baby,Tier-3 Town,628,102,241,32782.24,4.29,0.2155,5,-0.0159,0.0316,0.5218,0.1589,57,1
SLR001277,Fashion,Tier-2 City,469,261,160,8824.61,3.4,0.2988,5,-0.3539,-0.1387,0.7979,0.0957,5,1
SLR001278,Electronics,Tier-3 Town,334,396,65,4276.61,3.28,0.3108,9,0.2127,-0.0982,0.4044,0.2912,5,1
SLR001279,Mobiles & Accessories,Tier-2 City,395,335,657,39270.76,3.57,0.1824,3,0.21,0.1888,0.591,0.0988,20,1
SLR001280,Fashion,Tier-2 City,626,104,102,21856.74,3.4,0.3081,6,-0.1427,-0.0699,0.6095,0.131,1,0
SLR001281,Toys & Baby,Tier-3 Town,442,288,610,39872.41,3.47,0.247,9,-0.1914,-0.0163,0.8476,0.2826,18,0
SLR001282,Fashion,Tier-2 City,529,201,105,18237.68,3.4,0.315,17,-0.0917,-0.3082,0.729,0.2514,59,1
SLR001283,Electronics,Tier-1 Metro,0,730,1687,61422.28,4.44,0.1497,4,0.0278,0.2001,0.8974,0.083,6,0
SLR001284,Toys & Baby,Tier-3 Town,447,283,370,28622.44,2.88,0.2649,10,-0.0926,-0.0042,0.6212,0.3208,23,1
SLR001285,Mobiles & Accessories,Tier-3 Town,194,536,1449,36050.57,2.38,0.3176,11,-0.5392,-0.4565,0.5782,0.4163,14,1
SLR001286,Electronics,Tier-3 Town,230,500,463,31490.26,3.26,0.2419,11,0.0879,-0.2292,0.6197,0.2985,11,1
SLR001287,Grocery,Tier-1 Metro,229,501,311,13832.98,3.83,0.127,4,-0.1201,0.0075,0.4279,0.184,40,1
SLR001288,Electronics,Tier-2 City,335,395,640,50669.72,3.79,0.187,7,-0.2452,0.065,0.6666,0.2589,14,0
SLR001289,Fashion,Tier-1 Metro,257,473,1225,56015.4,3.74,0.2529,11,-0.3294,-0.1586,0.3759,0.1344,50,1
SLR001290,Beauty & Personal Care,Tier-2 City,205,525,290,10382.8,3.74,0.1519,9,-0.4558,-0.1976,0.7512,0.1854,4,0
SLR001291,Grocery,Tier-2 City,561,169,249,44419.84,4.14,0.0634,5,0.578,0.1703,0.5828,0.0648,10,0
SLR001292,Electronics,Tier-3 Town,457,273,400,22108.25,4.39,0.2775,6,-0.4032,-0.1396,0.6159,0.1945,29,0
SLR001293,Mobiles & Accessories,Tier-2 City,609,121,203,52560.41,3.36,0.2521,8,-0.1152,-0.2196,0.5066,0.3308,39,1
SLR001294,Mobiles & Accessories,Tier-1 Metro,554,176,40,8642.5,3.68,0.2385,10,-0.1175,-0.2491,0.6326,0.1743,27,1
SLR001295,Sports & Fitness,Tier-1 Metro,134,596,309,13503.9,4.4,0.1679,1,-0.2494,0.0889,0.5936,0.1289,0,0
SLR001296,Toys & Baby,Tier-2 City,517,213,866,113664.11,3.21,0.1867,7,-0.1356,-0.1765,0.4417,0.1844,62,1
SLR001297,Beauty & Personal Care,Tier-3 Town,463,267,285,16549.33,3.24,0.2448,12,-0.1761,0.0455,0.4836,0.26,22,1
SLR001298,Beauty & Personal Care,Tier-2 City,338,392,911,65426.95,3.94,0.1946,11,0.1411,-0.0235,0.432,0.2061,0,0
SLR001299,Fashion,Tier-2 City,509,221,204,13999.68,3.02,0.3242,12,-0.8388,-0.1049,0.6976,0.1816,13,0
SLR001300,Toys & Baby,Tier-1 Metro,494,236,242,35293.96,3.62,0.1209,4,-0.3818,-0.0533,0.5704,0.1292,45,1
SLR001301,Mobiles & Accessories,Tier-1 Metro,529,201,393,57766.06,4.18,0.1767,4,-0.3752,0.1266,0.8646,0.0,54,1
SLR001302,Electronics,Tier-3 Town,232,498,1874,155611.82,3.52,0.283,9,-0.6865,-0.2216,0.3647,0.2338,10,0
SLR001303,Electronics,Tier-1 Metro,632,98,199,66729.43,3.83,0.2072,5,-0.1513,-0.4227,0.6732,0.1808,69,1
SLR001304,Sports & Fitness,Tier-2 City,229,501,470,26312.39,3.17,0.2144,10,0.1125,-0.3108,0.469,0.3242,10,1
SLR001305,Grocery,Tier-3 Town,124,606,1470,30435.98,4.15,0.2058,7,-0.0288,-0.0309,0.6657,0.1634,6,0
SLR001306,Home & Kitchen,Tier-1 Metro,686,44,154,67696.25,3.95,0.1288,4,-0.2539,-0.0019,0.5996,0.0414,7,0
SLR001307,Fashion,Tier-2 City,83,647,1676,42884.62,3.61,0.2993,8,0.0211,0.0625,0.7476,0.1662,70,1
SLR001308,Sports & Fitness,Tier-1 Metro,610,120,103,16269.24,3.45,0.1354,3,-0.2104,-0.005,0.6418,0.0192,15,0
SLR001309,Beauty & Personal Care,Tier-3 Town,285,445,956,77383.48,3.96,0.195,8,0.2665,-0.2143,0.4251,0.2907,114,1
SLR001310,Toys & Baby,Tier-1 Metro,389,341,98,3411.68,4.03,0.176,6,-0.2751,-0.1846,0.6771,0.1793,15,1
SLR001311,Toys & Baby,Tier-1 Metro,366,364,661,51066.52,3.1,0.1689,7,-0.2843,0.0883,0.4319,0.1764,0,0
SLR001312,Home & Kitchen,Tier-1 Metro,303,427,449,40495.68,3.5,0.1175,3,0.155,-0.1438,0.6619,0.2168,1,0
SLR001313,Sports & Fitness,Tier-1 Metro,265,465,457,12929.51,3.78,0.1659,10,-0.6517,-0.0736,0.5676,0.1341,12,1
SLR001314,Beauty & Personal Care,Tier-2 City,487,243,409,23592.4,4.57,0.1118,4,-0.129,-0.2068,0.7107,0.0913,12,0
SLR001315,Home & Kitchen,Tier-1 Metro,390,340,362,21513.67,4.08,0.1643,4,-0.3107,-0.3459,0.7233,0.156,2,0
SLR001316,Electronics,Tier-3 Town,145,585,389,20635.81,3.88,0.2442,6,-0.2274,-0.1843,0.5267,0.1922,5,0
SLR001317,Toys & Baby,Tier-1 Metro,336,394,827,79986.94,4.01,0.0784,1,0.3348,0.1441,0.8335,0.0,13,0
SLR001318,Sports & Fitness,Tier-1 Metro,403,327,127,11364.78,3.53,0.1707,9,-0.3562,-0.242,0.6614,0.1194,17,0
SLR001319,Fashion,Tier-1 Metro,415,315,461,18973.98,3.95,0.2285,5,0.0744,-0.1322,0.7262,0.1652,56,1
